year,orig,dest,refugees,asylum_seekers
2008,KWT,IDN,0,5
2009,KWT,IDN,6,0
2010,KWT,IDN,6,0
2011,KWT,IDN,6,5
2012,KWT,IDN,8,5
2013,KWT,IDN,6,5
2014,KWT,IDN,7,10
2015,KWT,IDN,20,5
2016,KWT,IDN,10,5
2017,KWT,IDN,11,0
2018,KWT,IDN,10,0
2020,KWT,IDN,9,0
2000,LBR,IDN,0,5
2003,LBR,IDN,0,5
2004,LBR,IDN,0,13
2005,LBR,IDN,0,5
2015,LBR,IDN,0,13
2016,LBR,IDN,0,13
2011,LBY,IDN,0,5
2016,LBY,IDN,0,12
2017,LBY,IDN,6,10
2018,LBY,IDN,14,5
2020,LBY,IDN,14,14
2012,LBN,IDN,0,5
2000,LKA,IDN,0,5
2001,LKA,IDN,5,20
2002,LKA,IDN,5,13
2003,LKA,IDN,0,5
2005,LKA,IDN,0,14
2006,LKA,IDN,0,140
2007,LKA,IDN,78,21
2008,LKA,IDN,79,36
2009,LKA,IDN,121,97
2010,LKA,IDN,233,235
2011,LKA,IDN,219,316
2012,LKA,IDN,219,404
2013,LKA,IDN,286,538
2014,LKA,IDN,272,257
2015,LKA,IDN,319,293
2016,LKA,IDN,343,197
2017,LKA,IDN,389,144
2018,LKA,IDN,409,35
2020,LKA,IDN,397,36
2013,MLI,IDN,0,5
2014,MLI,IDN,0,5
2015,MLI,IDN,0,5
2016,MLI,IDN,0,10
2017,MLI,IDN,0,5
2020,MLI,IDN,0,5
2010,MAR,IDN,0,5
2004,MMR,IDN,0,0
2005,MMR,IDN,0,0
2006,MMR,IDN,19,26
2007,MMR,IDN,23,0
2008,MMR,IDN,17,14
2009,MMR,IDN,154,10
2010,MMR,IDN,49,12
2011,MMR,IDN,85,112
2012,MMR,IDN,222,380
2013,MMR,IDN,781,710
2014,MMR,IDN,760,51
2015,MMR,IDN,686,419
2016,MMR,IDN,887,68
2017,MMR,IDN,766,49
2018,MMR,IDN,713,113
2020,MMR,IDN,595,33
2006,NPL,IDN,0,5
2012,NPL,IDN,0,5
2013,NPL,IDN,0,12
2014,NPL,IDN,0,5
2015,NPL,IDN,0,5
2005,NGA,IDN,0,10
2006,NGA,IDN,0,22
2014,NGA,IDN,0,52
2015,NGA,IDN,0,147
2016,NGA,IDN,0,725
2017,NGA,IDN,0,24
2000,PAK,IDN,0,10
2002,PAK,IDN,0,5
2004,PAK,IDN,0,5
2006,PAK,IDN,0,5
2008,PAK,IDN,0,5
2009,PAK,IDN,5,0
2010,PAK,IDN,5,21
2011,PAK,IDN,5,137
2012,PAK,IDN,20,413
2013,PAK,IDN,120,585
2014,PAK,IDN,226,246
2015,PAK,IDN,344,155
2016,PAK,IDN,335,93
2017,PAK,IDN,372,27
2018,PAK,IDN,340,27
2020,PAK,IDN,316,25
2002,PHL,IDN,0,5
2011,PHL,IDN,0,5
2012,PHL,IDN,5,0
2013,PHL,IDN,5,0
2018,RUS,IDN,5,0
2020,RUS,IDN,5,0
2010,SEN,IDN,0,5
2011,SEN,IDN,0,5
2017,SEN,IDN,0,5
2000,SLE,IDN,0,5
2001,SLE,IDN,0,5
2002,SLE,IDN,5,0
2008,SLE,IDN,0,5
2009,SLE,IDN,0,5
2011,SLE,IDN,0,5
2014,SLE,IDN,0,5
2015,SLE,IDN,0,24
2016,SLE,IDN,0,21
2017,SLE,IDN,0,10
1996,SOM,IDN,16,0
1997,SOM,IDN,15,0
1998,SOM,IDN,11,0
1999,SOM,IDN,8,0
2000,SOM,IDN,12,0
2001,SOM,IDN,12,5
2002,SOM,IDN,10,13
2003,SOM,IDN,13,10
2004,SOM,IDN,8,10
2005,SOM,IDN,10,10
2006,SOM,IDN,22,0
2007,SOM,IDN,26,5
2008,SOM,IDN,37,18
2009,SOM,IDN,44,19
2010,SOM,IDN,63,38
2011,SOM,IDN,69,193
2012,SOM,IDN,160,206
2013,SOM,IDN,294,313
2014,SOM,IDN,322,435
2015,SOM,IDN,448,723
2016,SOM,IDN,548,898
2017,SOM,IDN,976,543
2018,SOM,IDN,1139,336
2020,SOM,IDN,1120,302
1995,VNM,IDN,19,0
1996,VNM,IDN,29,0
1997,VNM,IDN,14,0
1998,VNM,IDN,14,0
2002,VNM,IDN,0,33
2003,VNM,IDN,0,5
2004,VNM,IDN,9,0
2006,VNM,IDN,0,35
2008,VNM,IDN,0,10
2012,VNM,IDN,0,5
2017,VNM,IDN,18,0
2018,VNM,IDN,20,0
2020,VNM,IDN,20,0
2001,SDN,IDN,0,5
2011,SDN,IDN,0,14
2012,SDN,IDN,0,44
2013,SDN,IDN,14,206
2014,SDN,IDN,118,138
2015,SDN,IDN,171,190
2016,SDN,IDN,196,196
2017,SDN,IDN,266,143
2018,SDN,IDN,400,78
2020,SDN,IDN,400,97
2011,SYR,IDN,0,5
2012,SYR,IDN,5,48
2013,SYR,IDN,36,43
2014,SYR,IDN,43,42
2015,SYR,IDN,61,32
2016,SYR,IDN,30,36
2017,SYR,IDN,35,27
2018,SYR,IDN,29,18
2020,SYR,IDN,23,19
2008,THA,IDN,0,0
2011,THA,IDN,5,0
2012,THA,IDN,5,0
1999,TLS,IDN,162472,0
2000,TLS,IDN,122202,0
2001,TLS,IDN,73042,0
2002,TLS,IDN,28097,0
2003,TLS,IDN,0,0
2003,TUR,IDN,0,5
2016,TUR,IDN,0,5
2017,TUR,IDN,0,38
2018,TUR,IDN,0,41
2020,TUR,IDN,0,13
2018,UGA,IDN,5,0
2020,UGA,IDN,5,5
2011,YEM,IDN,0,5
2012,YEM,IDN,0,15
2013,YEM,IDN,0,17
2014,YEM,IDN,5,20
2015,YEM,IDN,6,153
2016,YEM,IDN,11,170
2017,YEM,IDN,76,125
2018,YEM,IDN,105,249
2020,YEM,IDN,85,354
2020,XXA,IDN,0,0
1996,,IDN,6,0
1999,AFG,IRL,5,0
2000,AFG,IRL,30,0
2001,AFG,IRL,41,0
2002,AFG,IRL,41,0
2003,AFG,IRL,38,20
2004,AFG,IRL,58,95
2005,AFG,IRL,77,0
2006,AFG,IRL,99,112
2007,AFG,IRL,106,118
2008,AFG,IRL,127,122
2009,AFG,IRL,149,55
2010,AFG,IRL,157,181
2011,AFG,IRL,170,209
2012,AFG,IRL,181,210
2013,AFG,IRL,129,175
2014,AFG,IRL,158,129
2015,AFG,IRL,182,162
2016,AFG,IRL,222,114
2017,AFG,IRL,230,180
2018,AFG,IRL,289,148
2020,AFG,IRL,366,129
1999,ALB,IRL,5,0
2001,ALB,IRL,14,0
2002,ALB,IRL,45,0
2003,ALB,IRL,70,139
2004,ALB,IRL,114,66
2005,ALB,IRL,141,0
2006,ALB,IRL,153,46
2007,ALB,IRL,170,95
2008,ALB,IRL,175,101
2009,ALB,IRL,175,47
2010,ALB,IRL,180,79
2011,ALB,IRL,168,72
2012,ALB,IRL,139,91
2013,ALB,IRL,70,127
2014,ALB,IRL,68,187
2015,ALB,IRL,75,275
2016,ALB,IRL,74,382
2017,ALB,IRL,78,635
2018,ALB,IRL,91,886
2020,ALB,IRL,145,783
1999,DZA,IRL,78,0
2000,DZA,IRL,25,0
2001,DZA,IRL,64,0
2002,DZA,IRL,101,0
2003,DZA,IRL,75,88
2004,DZA,IRL,83,69
2005,DZA,IRL,90,0
2006,DZA,IRL,90,43
2007,DZA,IRL,242,45
2008,DZA,IRL,241,70
2009,DZA,IRL,167,47
2010,DZA,IRL,164,109
2011,DZA,IRL,125,125
2012,DZA,IRL,54,143
2013,DZA,IRL,194,145
2014,DZA,IRL,184,153
2015,DZA,IRL,188,153
2016,DZA,IRL,186,142
2017,DZA,IRL,189,198
2018,DZA,IRL,43,220
2020,DZA,IRL,54,202
1999,AGO,IRL,18,0
2000,AGO,IRL,22,0
2001,AGO,IRL,111,0
2002,AGO,IRL,225,0
2003,AGO,IRL,230,134
2004,AGO,IRL,254,103
2005,AGO,IRL,279,0
2006,AGO,IRL,281,50
2007,AGO,IRL,365,68
2008,AGO,IRL,363,78
2009,AGO,IRL,361,45
2010,AGO,IRL,355,67
2011,AGO,IRL,268,49
2012,AGO,IRL,139,48
2013,AGO,IRL,265,39
2014,AGO,IRL,244,14
2015,AGO,IRL,249,15
2016,AGO,IRL,237,10
2017,AGO,IRL,236,20
2018,AGO,IRL,50,25
2020,AGO,IRL,50,33
2000,EGY,IRL,6,0
2001,EGY,IRL,9,0
2002,EGY,IRL,21,0
2003,EGY,IRL,19,15
2004,EGY,IRL,20,0
2005,EGY,IRL,21,0
2006,EGY,IRL,24,5
2007,EGY,IRL,33,5
2008,EGY,IRL,34,21
2009,EGY,IRL,34,15
2010,EGY,IRL,28,22
2011,EGY,IRL,25,30
2012,EGY,IRL,21,30
2013,EGY,IRL,38,30
2014,EGY,IRL,41,20
2015,EGY,IRL,36,30
2016,EGY,IRL,30,15
2017,EGY,IRL,29,39
2018,EGY,IRL,19,68
2020,EGY,IRL,30,68
2004,ARG,IRL,0,5
2001,ARM,IRL,5,0
2002,ARM,IRL,16,0
2003,ARM,IRL,11,19
2004,ARM,IRL,17,11
2005,ARM,IRL,28,0
2006,ARM,IRL,32,10
2007,ARM,IRL,40,21
2008,ARM,IRL,42,13
2009,ARM,IRL,43,16
2010,ARM,IRL,43,25
2011,ARM,IRL,41,15
2012,ARM,IRL,30,13
2013,ARM,IRL,22,14
2014,ARM,IRL,10,10
2015,ARM,IRL,10,5
2016,ARM,IRL,11,0
2017,ARM,IRL,11,10
2018,ARM,IRL,9,5
2020,ARM,IRL,14,5
1999,AZE,IRL,5,0
2000,AZE,IRL,8,0
2001,AZE,IRL,9,0
2002,AZE,IRL,14,0
2003,AZE,IRL,14,10
2004,AZE,IRL,22,11
2005,AZE,IRL,23,0
2006,AZE,IRL,26,5
2007,AZE,IRL,29,5
2008,AZE,IRL,33,5
2009,AZE,IRL,31,0
2010,AZE,IRL,26,5
2011,AZE,IRL,25,5
2012,AZE,IRL,19,5
2013,AZE,IRL,19,10
2014,AZE,IRL,12,0
2015,AZE,IRL,14,0
2016,AZE,IRL,15,0
2017,AZE,IRL,15,0
2018,AZE,IRL,6,0
2020,AZE,IRL,5,0
2006,BHR,IRL,0,5
2007,BHR,IRL,0,5
2008,BHR,IRL,0,5
2010,BHR,IRL,0,5
2011,BHR,IRL,0,5
2012,BHR,IRL,0,5
2017,BHR,IRL,0,5
2020,BHR,IRL,5,5
1999,BDI,IRL,9,0
2001,BDI,IRL,8,0
2002,BDI,IRL,10,0
2003,BDI,IRL,14,29
2004,BDI,IRL,20,39
2005,BDI,IRL,31,0
2006,BDI,IRL,36,17
2007,BDI,IRL,51,23
2008,BDI,IRL,51,23
2009,BDI,IRL,42,5
2010,BDI,IRL,42,33
2011,BDI,IRL,37,17
2012,BDI,IRL,33,28
2013,BDI,IRL,25,20
2014,BDI,IRL,20,10
2015,BDI,IRL,22,5
2016,BDI,IRL,23,10
2017,BDI,IRL,25,11
2018,BDI,IRL,16,5
2020,BDI,IRL,21,5
2000,BEL,IRL,5,0
2001,BEL,IRL,5,0
2002,BEL,IRL,5,0
2003,BEL,IRL,5,0
2004,BEL,IRL,6,0
2005,BEL,IRL,16,0
2006,BEL,IRL,16,0
2007,BEL,IRL,13,0
2008,BEL,IRL,13,0
2009,BEL,IRL,13,0
2010,BEL,IRL,11,0
2011,BEL,IRL,16,0
2012,BEL,IRL,16,0
2003,BEN,IRL,0,5
2004,BEN,IRL,0,5
2006,BEN,IRL,0,5
2007,BEN,IRL,0,5
2008,BEN,IRL,5,5
2009,BEN,IRL,5,14
2010,BEN,IRL,5,11
2011,BEN,IRL,5,15
2012,BEN,IRL,0,22
2013,BEN,IRL,0,26
2014,BEN,IRL,0,20
2015,BEN,IRL,0,5
2016,BEN,IRL,5,0
2017,BEN,IRL,5,0
2018,BEN,IRL,5,0
2020,BEN,IRL,5,0
2002,BGD,IRL,5,0
2003,BGD,IRL,5,10
2004,BGD,IRL,6,5
2005,BGD,IRL,12,0
2006,BGD,IRL,18,0
2007,BGD,IRL,19,28
2008,BGD,IRL,23,58
2009,BGD,IRL,23,37
2010,BGD,IRL,23,96
2011,BGD,IRL,22,72
2012,BGD,IRL,20,62
2013,BGD,IRL,5,96
2014,BGD,IRL,7,146
2015,BGD,IRL,13,335
2016,BGD,IRL,25,223
2017,BGD,IRL,30,280
2018,BGD,IRL,34,298
2020,BGD,IRL,57,216
2002,BTN,IRL,5,0
2003,BTN,IRL,5,0
2004,BTN,IRL,5,5
2005,BTN,IRL,5,0
2006,BTN,IRL,8,15
2007,BTN,IRL,10,28
2008,BTN,IRL,12,45
2009,BTN,IRL,12,10
2010,BTN,IRL,12,57
2011,BTN,IRL,12,48
2012,BTN,IRL,9,45
2013,BTN,IRL,0,43
2014,BTN,IRL,5,21
2015,BTN,IRL,6,10
2016,BTN,IRL,9,0
2017,BTN,IRL,10,0
2018,BTN,IRL,10,0
2020,BTN,IRL,10,0
2001,BLR,IRL,6,0
2002,BLR,IRL,28,0
2003,BLR,IRL,32,42
2004,BLR,IRL,39,27
2005,BLR,IRL,39,0
2006,BLR,IRL,39,33
2007,BLR,IRL,51,30
2008,BLR,IRL,55,32
2009,BLR,IRL,61,11
2010,BLR,IRL,60,26
2011,BLR,IRL,55,18
2012,BLR,IRL,33,26
2013,BLR,IRL,53,17
2014,BLR,IRL,49,5
2015,BLR,IRL,51,0
2016,BLR,IRL,44,0
2017,BLR,IRL,43,5
2018,BLR,IRL,22,5
2020,BLR,IRL,22,0
2010,BOL,IRL,0,10
2011,BOL,IRL,0,5
2012,BOL,IRL,0,10
2013,BOL,IRL,0,10
2014,BOL,IRL,6,5
2015,BOL,IRL,6,5
2016,BOL,IRL,8,5
2017,BOL,IRL,7,11
2018,BOL,IRL,7,34
2020,BOL,IRL,12,41
2007,BWA,IRL,0,5
2010,BWA,IRL,0,5
2011,BWA,IRL,0,5
2012,BWA,IRL,0,5
2013,BWA,IRL,0,5
2014,BWA,IRL,0,5
2015,BWA,IRL,0,10
2016,BWA,IRL,0,10
2017,BWA,IRL,0,18
2018,BWA,IRL,0,26
2020,BWA,IRL,10,35
2003,BRA,IRL,0,11
2004,BRA,IRL,0,5
2006,BRA,IRL,0,5
2007,BRA,IRL,5,5
2008,BRA,IRL,5,15
2009,BRA,IRL,5,0
2010,BRA,IRL,5,10
2011,BRA,IRL,5,12
2012,BRA,IRL,5,13
2013,BRA,IRL,5,15
2014,BRA,IRL,5,10
2015,BRA,IRL,5,5
2016,BRA,IRL,0,35
2017,BRA,IRL,0,57
2018,BRA,IRL,0,146
2020,BRA,IRL,5,178
1999,BIH,IRL,650,0
2000,BIH,IRL,650,0
2001,BIH,IRL,652,0
2002,BIH,IRL,655,0
2003,BIH,IRL,507,10
2004,BIH,IRL,0,5
2005,BIH,IRL,5,0
2006,BIH,IRL,5,0
2007,BIH,IRL,11,0
2008,BIH,IRL,11,0
2009,BIH,IRL,13,0
2010,BIH,IRL,13,5
2011,BIH,IRL,11,5
2012,BIH,IRL,8,5
2013,BIH,IRL,14,0
2014,BIH,IRL,14,0
2015,BIH,IRL,14,0
2016,BIH,IRL,14,0
2017,BIH,IRL,14,0
2020,BIH,IRL,5,0
2001,BGR,IRL,22,0
2002,BGR,IRL,40,0
2003,BGR,IRL,38,10
2004,BGR,IRL,38,0
2005,BGR,IRL,38,0
2006,BGR,IRL,38,0
2007,BGR,IRL,45,0
2008,BGR,IRL,45,0
2009,BGR,IRL,44,0
2010,BGR,IRL,44,0
2011,BGR,IRL,23,0
2012,BGR,IRL,5,0
2013,BGR,IRL,39,0
2014,BGR,IRL,35,0
2015,BGR,IRL,35,0
2020,BLZ,IRL,0,5
2002,KHM,IRL,13,0
2007,KHM,IRL,14,0
2008,KHM,IRL,14,0
2009,KHM,IRL,14,0
2010,KHM,IRL,14,0
2011,KHM,IRL,15,0
2001,CAF,IRL,7,0
2002,CAF,IRL,19,0
2003,CAF,IRL,19,0
2004,CAF,IRL,19,0
2005,CAF,IRL,19,0
2006,CAF,IRL,19,0
2007,CAF,IRL,7,5
2008,CAF,IRL,9,0
2009,CAF,IRL,9,0
2010,CAF,IRL,9,0
2013,CAF,IRL,9,0
2014,CAF,IRL,10,0
2015,CAF,IRL,10,0
2016,CAF,IRL,9,0
2017,CAF,IRL,9,0
2003,TCD,IRL,0,5
2004,TCD,IRL,0,5
2005,TCD,IRL,7,0
2006,TCD,IRL,8,5
2007,TCD,IRL,9,0
2008,TCD,IRL,12,0
2009,TCD,IRL,12,5
2010,TCD,IRL,12,5
2011,TCD,IRL,12,0
2012,TCD,IRL,12,0
2013,TCD,IRL,0,5
2017,TCD,IRL,5,0
2018,TCD,IRL,5,0
2020,TCD,IRL,5,0
2001,CHN,IRL,5,0
2002,CHN,IRL,6,0
2003,CHN,IRL,18,124
2004,CHN,IRL,45,32
2005,CHN,IRL,67,0
2006,CHN,IRL,75,49
2007,CHN,IRL,88,110
2008,CHN,IRL,93,79
2009,CHN,IRL,95,48
2010,CHN,IRL,100,94
2011,CHN,IRL,101,76
2012,CHN,IRL,93,80
2013,CHN,IRL,53,88
2014,CHN,IRL,45,48
2015,CHN,IRL,53,38
2016,CHN,IRL,52,16
2017,CHN,IRL,54,63
2018,CHN,IRL,54,86
2020,CHN,IRL,63,93
2011,CHL,IRL,0,5
2018,CHL,IRL,0,5
2020,CHL,IRL,0,5
2001,CMR,IRL,19,0
2002,CMR,IRL,38,0
2003,CMR,IRL,72,151
2004,CMR,IRL,101,106
2005,CMR,IRL,125,0
2006,CMR,IRL,129,77
2007,CMR,IRL,156,80
2008,CMR,IRL,160,79
2009,CMR,IRL,167,65
2010,CMR,IRL,171,125
2011,CMR,IRL,154,108
2012,CMR,IRL,123,109
2013,CMR,IRL,74,100
2014,CMR,IRL,66,67
2015,CMR,IRL,79,42
2016,CMR,IRL,84,23
2017,CMR,IRL,85,33
2018,CMR,IRL,73,53
2020,CMR,IRL,72,63
2001,COG,IRL,21,0
2002,COG,IRL,8,0
2003,COG,IRL,11,22
2004,COG,IRL,12,30
2005,COG,IRL,15,0
2006,COG,IRL,18,19
2007,COG,IRL,45,30
2008,COG,IRL,46,25
2009,COG,IRL,47,15
2010,COG,IRL,47,58
2011,COG,IRL,29,52
2012,COG,IRL,18,50
2013,COG,IRL,232,43
2014,COG,IRL,201,22
2015,COG,IRL,204,15
2016,COG,IRL,188,5
2017,COG,IRL,186,5
2018,COG,IRL,16,10
2020,COG,IRL,14,5
1999,COD,IRL,83,0
2000,COD,IRL,56,0
2001,COD,IRL,170,0
2002,COD,IRL,352,0
2003,COD,IRL,356,364
2004,COD,IRL,410,258
2005,COD,IRL,443,0
2006,COD,IRL,470,158
2007,COD,IRL,603,207
2008,COD,IRL,601,251
2009,COD,IRL,541,173
2010,COD,IRL,511,363
2011,COD,IRL,412,243
2012,COD,IRL,227,268
2013,COD,IRL,260,269
2014,COD,IRL,345,253
2015,COD,IRL,351,195
2016,COD,IRL,385,174
2017,COD,IRL,396,244
2018,COD,IRL,302,278
2020,COD,IRL,376,222
1999,CUB,IRL,5,0
2000,CUB,IRL,5,0
2001,CUB,IRL,5,0
2002,CUB,IRL,5,0
2003,CUB,IRL,5,0
2004,CUB,IRL,5,0
2005,CUB,IRL,8,0
2006,CUB,IRL,8,0
2007,CUB,IRL,11,0
2008,CUB,IRL,10,0
2009,CUB,IRL,8,0
2010,CUB,IRL,7,0
2011,CUB,IRL,7,0
2012,CUB,IRL,7,0
2013,CUB,IRL,22,0
2014,CUB,IRL,22,0
2015,CUB,IRL,22,0
2016,CUB,IRL,22,0
2017,CUB,IRL,22,5
2018,CUB,IRL,5,0
2020,CUB,IRL,5,0
2013,CPV,IRL,0,5
2014,CPV,IRL,0,5
2000,CZE,IRL,5,0
2001,CZE,IRL,31,0
2002,CZE,IRL,80,0
2003,CZE,IRL,102,125
2004,CZE,IRL,125,0
2005,CZE,IRL,125,0
2006,CZE,IRL,125,0
2007,CZE,IRL,125,0
2008,CZE,IRL,125,0
2009,CZE,IRL,125,0
2010,CZE,IRL,120,0
2011,CZE,IRL,94,0
2012,CZE,IRL,45,0
2013,CZE,IRL,102,0
2014,CZE,IRL,100,0
2015,CZE,IRL,100,0
2020,DOM,IRL,0,5
2000,ERI,IRL,5,0
2001,ERI,IRL,7,0
2002,ERI,IRL,7,0
2003,ERI,IRL,8,21
2004,ERI,IRL,21,29
2005,ERI,IRL,48,0
2006,ERI,IRL,55,35
2007,ERI,IRL,85,51
2008,ERI,IRL,105,53
2009,ERI,IRL,118,25
2010,ERI,IRL,121,44
2011,ERI,IRL,119,39
2012,ERI,IRL,119,38
2013,ERI,IRL,39,48
2014,ERI,IRL,42,28
2015,ERI,IRL,45,10
2016,ERI,IRL,47,5
2017,ERI,IRL,48,10
2018,ERI,IRL,47,32
2020,ERI,IRL,69,13
2003,EST,IRL,10,20
2004,EST,IRL,12,0
2005,EST,IRL,12,0
2006,EST,IRL,12,0
2007,EST,IRL,12,0
2008,EST,IRL,12,0
2009,EST,IRL,12,0
2010,EST,IRL,12,0
2011,EST,IRL,12,0
2012,EST,IRL,12,0
2013,EST,IRL,7,0
2014,EST,IRL,7,0
2015,EST,IRL,7,0
1999,ETH,IRL,5,0
2000,ETH,IRL,6,0
2001,ETH,IRL,7,0
2002,ETH,IRL,10,0
2003,ETH,IRL,27,12
2004,ETH,IRL,31,31
2005,ETH,IRL,42,0
2006,ETH,IRL,53,29
2007,ETH,IRL,52,33
2008,ETH,IRL,58,15
2009,ETH,IRL,65,15
2010,ETH,IRL,64,33
2011,ETH,IRL,64,30
2012,ETH,IRL,58,34
2013,ETH,IRL,29,27
2014,ETH,IRL,41,16
2015,ETH,IRL,38,15
2016,ETH,IRL,42,0
2017,ETH,IRL,42,10
2018,ETH,IRL,32,18
2020,ETH,IRL,34,16
2003,GMB,IRL,5,10
2004,GMB,IRL,5,5
2005,GMB,IRL,5,0
2006,GMB,IRL,6,5
2007,GMB,IRL,7,10
2008,GMB,IRL,7,5
2009,GMB,IRL,7,0
2010,GMB,IRL,7,10
2011,GMB,IRL,5,10
2012,GMB,IRL,5,10
2013,GMB,IRL,0,5
2014,GMB,IRL,0,5
2015,GMB,IRL,0,5
2016,GMB,IRL,5,0
2017,GMB,IRL,5,5
2018,GMB,IRL,0,10
2020,GMB,IRL,0,5
1999,PSE,IRL,5,0
2000,PSE,IRL,8,0
2001,PSE,IRL,9,0
2002,PSE,IRL,23,0
2003,PSE,IRL,32,33
2004,PSE,IRL,59,34
2005,PSE,IRL,73,0
2006,PSE,IRL,81,35
2007,PSE,IRL,95,47
2008,PSE,IRL,112,39
2009,PSE,IRL,116,23
2010,PSE,IRL,120,31
2011,PSE,IRL,127,23
2012,PSE,IRL,119,29
2013,PSE,IRL,82,16
2014,PSE,IRL,84,10
2015,PSE,IRL,89,10
2016,PSE,IRL,90,12
2017,PSE,IRL,94,26
2018,PSE,IRL,78,46
2020,PSE,IRL,117,52
2003,GBR,IRL,8,0
2004,GBR,IRL,8,0
2005,GBR,IRL,8,0
2006,GBR,IRL,8,0
2007,GBR,IRL,8,0
2008,GBR,IRL,8,0
2009,GBR,IRL,8,0
2010,GBR,IRL,8,0
2011,GBR,IRL,8,0
2012,GBR,IRL,8,0
2020,GBR,IRL,0,5
2001,GEO,IRL,7,0
2002,GEO,IRL,30,0
2003,GEO,IRL,51,160
2004,GEO,IRL,74,146
2005,GEO,IRL,119,0
2006,GEO,IRL,145,135
2007,GEO,IRL,159,179
2008,GEO,IRL,165,214
2009,GEO,IRL,169,53
2010,GEO,IRL,172,199
2011,GEO,IRL,168,180
2012,GEO,IRL,150,171
2013,GEO,IRL,72,157
2014,GEO,IRL,70,74
2015,GEO,IRL,75,75
2016,GEO,IRL,70,88
2017,GEO,IRL,70,367
2018,GEO,IRL,66,648
2020,GEO,IRL,92,828
2001,GHA,IRL,5,0
2002,GHA,IRL,13,0
2003,GHA,IRL,25,156
2004,GHA,IRL,39,47
2005,GHA,IRL,44,0
2006,GHA,IRL,46,72
2007,GHA,IRL,49,96
2008,GHA,IRL,52,102
2009,GHA,IRL,56,82
2010,GHA,IRL,59,197
2011,GHA,IRL,54,162
2012,GHA,IRL,46,125
2013,GHA,IRL,25,117
2014,GHA,IRL,18,64
2015,GHA,IRL,20,50
2016,GHA,IRL,26,31
2017,GHA,IRL,26,47
2018,GHA,IRL,22,64
2020,GHA,IRL,24,76
2007,GNB,IRL,5,0
2008,GNB,IRL,5,5
2009,GNB,IRL,5,0
2010,GNB,IRL,5,5
2011,GNB,IRL,5,5
2012,GNB,IRL,0,5
2017,GTM,IRL,0,5
2018,GTM,IRL,0,5
2020,GTM,IRL,0,11
2002,GIN,IRL,8,0
2003,GIN,IRL,10,18
2004,GIN,IRL,21,30
2005,GIN,IRL,42,0
2006,GIN,IRL,46,31
2007,GIN,IRL,55,34
2008,GIN,IRL,59,33
2009,GIN,IRL,63,27
2010,GIN,IRL,65,43
2011,GIN,IRL,64,38
2012,GIN,IRL,58,38
2013,GIN,IRL,17,33
2014,GIN,IRL,20,12
2015,GIN,IRL,22,10
2016,GIN,IRL,18,0
2017,GIN,IRL,17,0
2018,GIN,IRL,14,0
2020,GIN,IRL,16,0
2006,GUY,IRL,0,5
2007,GUY,IRL,0,5
2010,GUY,IRL,0,5
2011,GUY,IRL,0,5
2012,GUY,IRL,0,5
2013,GUY,IRL,0,5
2014,GUY,IRL,0,5
2016,GUY,IRL,0,5
2017,GUY,IRL,0,5
2018,GUY,IRL,0,5
2020,GUY,IRL,0,5
2016,HKG,IRL,0,27
2015,HND,IRL,5,0
2016,HND,IRL,5,0
2017,HND,IRL,5,0
2018,HND,IRL,5,0
2001,HRV,IRL,18,0
2002,HRV,IRL,97,0
2003,HRV,IRL,151,195
2004,HRV,IRL,218,163
2005,HRV,IRL,289,0
2006,HRV,IRL,295,32
2007,HRV,IRL,302,27
2008,HRV,IRL,310,25
2009,HRV,IRL,317,10
2010,HRV,IRL,317,15
2011,HRV,IRL,300,14
2012,HRV,IRL,221,14
2013,HRV,IRL,77,0
2014,HRV,IRL,69,0
2015,HRV,IRL,69,0
2003,HUN,IRL,5,0
2004,HUN,IRL,5,0
2005,HUN,IRL,5,0
2006,HUN,IRL,5,0
2007,HUN,IRL,5,0
2008,HUN,IRL,5,0
2009,HUN,IRL,5,0
2010,HUN,IRL,5,0
2011,HUN,IRL,5,0
2012,HUN,IRL,5,0
2013,HUN,IRL,5,0
2014,HUN,IRL,5,0
2015,HUN,IRL,5,0
2001,CIV,IRL,5,0
2002,CIV,IRL,48,0
2003,CIV,IRL,59,68
2004,CIV,IRL,70,31
2005,CIV,IRL,78,0
2006,CIV,IRL,80,21
2007,CIV,IRL,53,30
2008,CIV,IRL,58,44
2009,CIV,IRL,63,17
2010,CIV,IRL,63,42
2011,CIV,IRL,62,36
2012,CIV,IRL,48,42
2013,CIV,IRL,25,33
2014,CIV,IRL,21,16
2015,CIV,IRL,21,5
2016,CIV,IRL,18,5
2017,CIV,IRL,19,5
2018,CIV,IRL,14,11
2020,CIV,IRL,14,15
2002,IND,IRL,5,0
2003,IND,IRL,5,10
2004,IND,IRL,5,0
2005,IND,IRL,5,0
2006,IND,IRL,6,10
2007,IND,IRL,5,23
2008,IND,IRL,5,16
2009,IND,IRL,5,16
2010,IND,IRL,5,31
2011,IND,IRL,5,23
2012,IND,IRL,5,25
2013,IND,IRL,5,34
2014,IND,IRL,5,19
2015,IND,IRL,5,135
2016,IND,IRL,5,78
2017,IND,IRL,5,98
2018,IND,IRL,0,116
2020,IND,IRL,10,116
1999,IRN,IRL,5,0
2000,IRN,IRL,11,0
2001,IRN,IRL,33,0
2002,IRN,IRL,19,0
2003,IRN,IRL,40,36
2004,IRN,IRL,85,72
2005,IRN,IRL,162,0
2006,IRN,IRL,365,137
