year,orig,dest,refugees,asylum_seekers
2010,SOM,AGO,37,53
2011,SOM,AGO,215,0
2012,SOM,AGO,215,1086
2013,SOM,AGO,215,1353
2014,SOM,AGO,272,1752
2015,SOM,AGO,288,1731
2016,SOM,AGO,288,1731
2017,SOM,AGO,288,1731
2018,SOM,AGO,270,1731
2020,SOM,AGO,270,1731
1999,SDN,AGO,5,0
2000,SDN,AGO,5,0
2001,SDN,AGO,5,0
2002,SDN,AGO,5,0
2003,SDN,AGO,35,5
2004,SDN,AGO,35,5
2005,SDN,AGO,36,5
2006,SDN,AGO,14,27
2007,SDN,AGO,31,57
2008,SDN,AGO,41,88
2009,SDN,AGO,135,236
2010,SDN,AGO,159,212
2011,SDN,AGO,281,103
2012,SDN,AGO,281,1647
2013,SDN,AGO,281,1555
2014,SDN,AGO,300,1679
2015,SDN,AGO,313,1670
2016,SDN,AGO,313,1670
2017,SDN,AGO,313,1670
2018,SDN,AGO,280,1670
2020,SDN,AGO,280,1670
2000,TZA,AGO,0,5
2001,TZA,AGO,0,5
2002,TZA,AGO,5,5
2003,TZA,AGO,5,5
2004,TZA,AGO,5,5
2005,TZA,AGO,5,5
2006,TZA,AGO,5,5
2007,TZA,AGO,5,14
2008,TZA,AGO,5,14
2009,TZA,AGO,5,0
2010,TZA,AGO,6,0
2011,TZA,AGO,6,0
2012,TZA,AGO,6,0
2013,TZA,AGO,6,0
2014,TZA,AGO,5,0
2015,TZA,AGO,5,0
2016,TZA,AGO,5,0
2017,TZA,AGO,5,0
2018,TZA,AGO,5,0
2020,TZA,AGO,5,0
2020,TUR,AGO,0,35
2014,UGA,AGO,6,5
2015,UGA,AGO,6,5
2016,UGA,AGO,6,5
2017,UGA,AGO,6,5
2018,UGA,AGO,0,5
2020,UGA,AGO,0,5
2009,ESH,AGO,5,0
2010,ESH,AGO,5,0
2011,ESH,AGO,13,0
2012,ESH,AGO,27,103
2013,ESH,AGO,27,172
2014,ESH,AGO,14,602
2015,ESH,AGO,18,596
2016,ESH,AGO,18,596
2017,ESH,AGO,18,596
2018,ESH,AGO,16,596
2020,ESH,AGO,16,596
1999,ZMB,AGO,7,0
2000,ZMB,AGO,7,0
2001,ZMB,AGO,7,0
2002,ZMB,AGO,7,0
2014,ZMB,AGO,7,0
2015,ZMB,AGO,7,0
2016,ZMB,AGO,7,0
2017,ZMB,AGO,7,0
2012,ZWE,AGO,0,5
2010,,AGO,0,133
2015,SYR,ATG,15,0
2016,SYR,ATG,5,0
1995,AFG,EGY,23,0
1996,AFG,EGY,28,0
1997,AFG,EGY,45,0
1998,AFG,EGY,56,0
1999,AFG,EGY,72,0
2000,AFG,EGY,60,21
2001,AFG,EGY,66,21
2002,AFG,EGY,43,0
2003,AFG,EGY,35,0
2004,AFG,EGY,35,0
2005,AFG,EGY,31,0
2006,AFG,EGY,31,0
2007,AFG,EGY,28,0
2008,AFG,EGY,28,0
2011,AFG,EGY,0,5
2012,AFG,EGY,0,10
2013,AFG,EGY,0,29
2014,AFG,EGY,0,25
2015,AFG,EGY,0,33
2016,AFG,EGY,14,21
2017,AFG,EGY,17,22
2018,AFG,EGY,20,23
2020,AFG,EGY,28,36
2001,ALB,EGY,5,0
2001,DZA,EGY,5,0
2002,DZA,EGY,5,5
2003,DZA,EGY,5,5
2004,DZA,EGY,5,0
2005,DZA,EGY,5,0
2006,DZA,EGY,5,0
2007,DZA,EGY,5,5
2008,DZA,EGY,5,0
2009,DZA,EGY,5,5
2010,DZA,EGY,5,5
2011,DZA,EGY,5,5
2012,DZA,EGY,5,5
2013,DZA,EGY,5,5
2014,DZA,EGY,5,0
2015,DZA,EGY,0,5
2003,AGO,EGY,0,5
2005,AGO,EGY,0,5
2006,AGO,EGY,0,5
2007,AGO,EGY,0,5
2008,AGO,EGY,0,5
2009,AGO,EGY,0,5
2010,AGO,EGY,0,5
2011,AGO,EGY,0,5
2012,AGO,EGY,0,5
2013,AGO,EGY,0,5
2014,AGO,EGY,0,5
2016,AZE,EGY,0,5
1995,BDI,EGY,36,0
1996,BDI,EGY,45,0
1997,BDI,EGY,53,0
1998,BDI,EGY,62,0
1999,BDI,EGY,46,0
2000,BDI,EGY,36,0
2001,BDI,EGY,30,5
2002,BDI,EGY,25,0
2003,BDI,EGY,47,0
2004,BDI,EGY,56,5
2005,BDI,EGY,59,0
2006,BDI,EGY,41,5
2007,BDI,EGY,40,0
2008,BDI,EGY,39,0
2009,BDI,EGY,41,0
2010,BDI,EGY,41,0
2011,BDI,EGY,39,5
2012,BDI,EGY,42,5
2013,BDI,EGY,43,5
2014,BDI,EGY,37,5
2015,BDI,EGY,24,18
2016,BDI,EGY,22,31
2017,BDI,EGY,24,31
2018,BDI,EGY,27,43
2020,BDI,EGY,51,52
2014,BEN,EGY,0,5
2015,BEN,EGY,0,5
2016,BEN,EGY,0,5
2017,BEN,EGY,0,5
2018,BEN,EGY,0,5
2014,BGD,EGY,0,5
2015,BGD,EGY,0,25
2016,BGD,EGY,0,14
2017,BGD,EGY,0,5
2018,BGD,EGY,0,5
2013,BFA,EGY,0,5
2013,BLR,EGY,0,5
2014,BLR,EGY,0,5
1995,BIH,EGY,5,0
1996,BIH,EGY,5,0
1997,BIH,EGY,5,0
2001,BIH,EGY,5,0
2002,BIH,EGY,5,0
2003,BIH,EGY,5,0
2004,BIH,EGY,5,0
2002,CAF,EGY,0,5
2003,CAF,EGY,0,5
2014,CAF,EGY,5,0
2015,CAF,EGY,0,18
2016,CAF,EGY,5,24
2017,CAF,EGY,17,16
2018,CAF,EGY,22,25
2020,CAF,EGY,37,30
1995,TCD,EGY,5,0
1996,TCD,EGY,5,0
1997,TCD,EGY,5,0
2000,TCD,EGY,0,11
2001,TCD,EGY,0,24
2002,TCD,EGY,0,23
2003,TCD,EGY,7,21
2004,TCD,EGY,7,5
2005,TCD,EGY,8,0
2006,TCD,EGY,9,5
2007,TCD,EGY,12,10
2008,TCD,EGY,16,10
2009,TCD,EGY,16,12
2010,TCD,EGY,22,13
2011,TCD,EGY,19,23
2012,TCD,EGY,36,40
2013,TCD,EGY,38,73
2014,TCD,EGY,40,67
2015,TCD,EGY,45,65
2016,TCD,EGY,42,56
2017,TCD,EGY,46,35
2018,TCD,EGY,47,20
2020,TCD,EGY,48,35
2008,CHN,EGY,5,10
2009,CHN,EGY,0,10
2010,CHN,EGY,0,11
2011,CHN,EGY,5,10
2012,CHN,EGY,5,10
2013,CHN,EGY,5,10
2014,CHN,EGY,5,10
2015,CHN,EGY,5,10
2016,CHN,EGY,0,5
2017,CHN,EGY,0,42
2018,CHN,EGY,0,69
2020,CHN,EGY,0,71
2003,CMR,EGY,0,5
2004,CMR,EGY,0,10
2010,CMR,EGY,0,5
2011,CMR,EGY,0,20
2012,CMR,EGY,0,50
2013,CMR,EGY,0,65
2014,CMR,EGY,0,40
2015,CMR,EGY,0,43
2016,CMR,EGY,5,24
2017,CMR,EGY,5,27
2018,CMR,EGY,5,32
2020,CMR,EGY,15,31
2000,COG,EGY,0,5
2001,COG,EGY,11,5
2002,COG,EGY,11,5
2003,COG,EGY,0,13
2010,COG,EGY,0,5
2011,COG,EGY,0,10
2012,COG,EGY,5,17
2013,COG,EGY,7,29
2014,COG,EGY,5,25
2015,COG,EGY,5,37
2016,COG,EGY,0,18
2017,COG,EGY,5,19
2018,COG,EGY,5,23
2020,COG,EGY,13,20
1995,COD,EGY,7,0
1996,COD,EGY,8,0
1997,COD,EGY,28,0
1998,COD,EGY,16,0
1999,COD,EGY,13,0
2000,COD,EGY,0,14
2001,COD,EGY,9,10
2002,COD,EGY,10,10
2003,COD,EGY,8,22
2004,COD,EGY,15,10
2005,COD,EGY,14,5
2006,COD,EGY,20,15
2007,COD,EGY,25,15
2008,COD,EGY,26,11
2009,COD,EGY,29,12
2010,COD,EGY,24,14
2011,COD,EGY,32,28
2012,COD,EGY,43,32
2013,COD,EGY,43,35
2014,COD,EGY,45,21
2015,COD,EGY,41,17
2016,COD,EGY,38,15
2017,COD,EGY,40,21
2018,COD,EGY,45,26
2020,COD,EGY,52,28
2000,DJI,EGY,0,13
2001,DJI,EGY,7,11
2002,DJI,EGY,7,13
2003,DJI,EGY,7,10
2004,DJI,EGY,7,0
2005,DJI,EGY,5,0
2006,DJI,EGY,6,0
2007,DJI,EGY,5,0
2008,DJI,EGY,5,0
2009,DJI,EGY,5,0
2010,DJI,EGY,5,0
2011,DJI,EGY,5,0
2012,DJI,EGY,5,0
2013,DJI,EGY,5,5
2014,DJI,EGY,6,10
2015,DJI,EGY,5,14
2016,DJI,EGY,6,15
2017,DJI,EGY,5,10
2018,DJI,EGY,5,10
2020,DJI,EGY,12,10
1995,ERI,EGY,9,0
1996,ERI,EGY,10,0
1997,ERI,EGY,6,0
2000,ERI,EGY,0,206
2001,ERI,EGY,41,332
2002,ERI,EGY,44,265
2003,ERI,EGY,98,221
2004,ERI,EGY,176,31
2005,ERI,EGY,205,89
2006,ERI,EGY,274,146
2007,ERI,EGY,373,749
2008,ERI,EGY,752,768
2009,ERI,EGY,859,653
2010,ERI,EGY,938,621
2011,ERI,EGY,1036,881
2012,ERI,EGY,1182,1050
2013,ERI,EGY,1523,1350
2014,ERI,EGY,1625,1110
2015,ERI,EGY,1405,2431
2016,ERI,EGY,1531,5601
2017,ERI,EGY,2727,9966
2018,ERI,EGY,4340,11102
2020,ERI,EGY,8858,9374
1995,ETH,EGY,37,0
1996,ETH,EGY,47,0
1997,ETH,EGY,59,0
1998,ETH,EGY,44,0
1999,ETH,EGY,56,0
2000,ETH,EGY,54,517
2001,ETH,EGY,102,807
2002,ETH,EGY,111,612
2003,ETH,EGY,329,507
2004,ETH,EGY,481,107
2005,ETH,EGY,516,71
2006,ETH,EGY,507,126
2007,ETH,EGY,468,275
2008,ETH,EGY,473,301
2009,ETH,EGY,492,320
2010,ETH,EGY,562,316
2011,ETH,EGY,609,827
2012,ETH,EGY,863,1343
2013,ETH,EGY,1029,2099
2014,ETH,EGY,1138,3074
2015,ETH,EGY,1085,5846
2016,ETH,EGY,1392,10637
2017,ETH,EGY,2676,11776
2018,ETH,EGY,3814,12117
2020,ETH,EGY,4599,11657
2015,GMB,EGY,0,5
2018,GMB,EGY,0,5
1995,PSE,EGY,5,0
1996,PSE,EGY,15,0
1997,PSE,EGY,32,0
2001,PSE,EGY,134,5
2002,PSE,EGY,70195,0
2003,PSE,EGY,70215,0
2004,PSE,EGY,70245,0
2005,PSE,EGY,70255,0
2006,PSE,EGY,70198,5
2007,PSE,EGY,70213,19
2008,PSE,EGY,70174,25
2009,PSE,EGY,70024,24
2010,PSE,EGY,70026,27
2011,PSE,EGY,70029,20
2012,PSE,EGY,70028,35
2013,PSE,EGY,70026,31
2014,PSE,EGY,70023,18
2015,PSE,EGY,70021,5
2016,PSE,EGY,70027,5
2017,PSE,EGY,70018,0
2018,PSE,EGY,70021,0
2020,PSE,EGY,70010,0
2001,GEO,EGY,0,5
2002,GEO,EGY,0,5
2003,GEO,EGY,0,5
2013,GHA,EGY,0,10
2014,GHA,EGY,0,15
2015,GHA,EGY,0,37
2016,GHA,EGY,0,28
2017,GHA,EGY,0,10
2018,GHA,EGY,0,10
2012,GNB,EGY,0,5
2013,GNB,EGY,0,5
2014,GNB,EGY,0,5
2015,GNB,EGY,0,5
2009,GIN,EGY,0,5
2010,GIN,EGY,0,10
2011,GIN,EGY,7,19
2012,GIN,EGY,7,54
2013,GIN,EGY,9,76
2014,GIN,EGY,9,59
2015,GIN,EGY,9,54
2016,GIN,EGY,6,15
2017,GIN,EGY,5,15
2018,GIN,EGY,5,41
2020,GIN,EGY,7,51
2002,CIV,EGY,0,135
2003,CIV,EGY,67,147
2004,CIV,EGY,69,169
2005,CIV,EGY,71,169
2006,CIV,EGY,78,176
2007,CIV,EGY,133,156
2008,CIV,EGY,147,144
2009,CIV,EGY,140,124
2010,CIV,EGY,149,121
2011,CIV,EGY,306,105
2012,CIV,EGY,305,103
2013,CIV,EGY,312,105
2014,CIV,EGY,298,32
2015,CIV,EGY,249,28
2016,CIV,EGY,139,10
2017,CIV,EGY,113,5
2018,CIV,EGY,109,5
2020,CIV,EGY,99,5
2017,IND,EGY,0,5
2018,IND,EGY,0,5
1997,IRN,EGY,5,0
2013,IRN,EGY,0,5
2014,IRN,EGY,5,5
2015,IRN,EGY,5,5
2016,IRN,EGY,5,0
1995,IRQ,EGY,29,0
1996,IRQ,EGY,38,0
1997,IRQ,EGY,43,0
1998,IRQ,EGY,45,0
1999,IRQ,EGY,41,0
2000,IRQ,EGY,48,50
2001,IRQ,EGY,36,44
2002,IRQ,EGY,36,106
2003,IRQ,EGY,33,151
2004,IRQ,EGY,39,91
2005,IRQ,EGY,35,216
2006,IRQ,EGY,43,3020
2007,IRQ,EGY,10273,204
2008,IRQ,EGY,10091,94
2009,IRQ,EGY,6572,72
2010,IRQ,EGY,6772,167
2011,IRQ,EGY,6037,1401
2012,IRQ,EGY,5703,1092
2013,IRQ,EGY,5506,1483
2014,IRQ,EGY,5149,1722
2015,IRQ,EGY,4347,2843
2016,IRQ,EGY,4362,3129
2017,IRQ,EGY,4275,2388
2018,IRQ,EGY,4346,2648
2020,IRQ,EGY,4426,2345
2007,ISR,EGY,0,5
2008,ISR,EGY,0,5
2009,ISR,EGY,0,5
2001,JOR,EGY,0,5
2002,JOR,EGY,0,10
2003,JOR,EGY,0,10
2004,JOR,EGY,0,5
2011,JOR,EGY,0,5
2012,JOR,EGY,0,5
2013,JOR,EGY,0,10
2015,JOR,EGY,0,5
2016,JOR,EGY,0,5
2017,JOR,EGY,0,13
2018,JOR,EGY,5,12
2020,JOR,EGY,11,11
2010,KAZ,EGY,0,5
2013,KAZ,EGY,0,5
2014,KAZ,EGY,0,5
2012,KEN,EGY,5,0
2013,KEN,EGY,6,0
2014,KEN,EGY,6,0
2015,KEN,EGY,7,0
2016,KEN,EGY,6,0
2017,KEN,EGY,6,5
2018,KEN,EGY,6,5
2020,KEN,EGY,7,5
2016,KGZ,EGY,0,5
1995,KWT,EGY,5,0
2001,KWT,EGY,10,0
2002,KWT,EGY,10,0
2003,KWT,EGY,10,0
2004,KWT,EGY,9,0
2005,KWT,EGY,9,0
2006,KWT,EGY,9,0
2007,KWT,EGY,9,0
2008,KWT,EGY,9,0
1995,LBR,EGY,43,0
1996,LBR,EGY,58,0
1997,LBR,EGY,56,0
1998,LBR,EGY,55,0
1999,LBR,EGY,55,0
2000,LBR,EGY,42,0
2001,LBR,EGY,43,10
2002,LBR,EGY,49,0
2003,LBR,EGY,25,0
2004,LBR,EGY,18,5
2005,LBR,EGY,15,0
2006,LBR,EGY,7,5
2007,LBR,EGY,8,5
2008,LBR,EGY,6,5
2009,LBR,EGY,6,0
2010,LBR,EGY,6,0
2011,LBR,EGY,5,0
2012,LBR,EGY,5,5
2013,LBR,EGY,5,5
2014,LBR,EGY,5,0
2015,LBR,EGY,0,5
2016,LBR,EGY,0,10
2017,LBR,EGY,0,13
2018,LBR,EGY,0,13
2020,LBR,EGY,0,10
1995,LBY,EGY,5,0
2000,LBY,EGY,0,10
2001,LBY,EGY,8,5
2002,LBY,EGY,8,5
2003,LBY,EGY,5,5
2004,LBY,EGY,5,5
2005,LBY,EGY,5,0
2006,LBY,EGY,5,0
2007,LBY,EGY,5,0
2008,LBY,EGY,5,0
2009,LBY,EGY,5,5
2010,LBY,EGY,5,5
2011,LBY,EGY,8,10
2012,LBY,EGY,5,5
2013,LBY,EGY,5,10
2014,LBY,EGY,0,5
2015,LBY,EGY,0,5
2016,LBY,EGY,0,5
2018,LBY,EGY,5,0
2020,LBY,EGY,5,0
2012,LBN,EGY,0,5
2013,LBN,EGY,0,5
2014,LBN,EGY,0,5
2004,LKA,EGY,5,0
2013,LKA,EGY,5,5
2014,LKA,EGY,5,5
2015,LKA,EGY,5,5
2012,MDG,EGY,0,5
2013,MDG,EGY,0,5
2014,MDG,EGY,0,5
2015,MDG,EGY,0,5
2007,MLI,EGY,0,5
2008,MLI,EGY,0,5
2009,MLI,EGY,0,5
2010,MLI,EGY,0,5
2011,MLI,EGY,0,5
2012,MLI,EGY,6,5
2013,MLI,EGY,6,5
2014,MLI,EGY,8,5
2015,MLI,EGY,9,5
2016,MLI,EGY,8,5
2017,MLI,EGY,9,5
2018,MLI,EGY,5,5
2020,MLI,EGY,0,10
2006,MAR,EGY,0,5
2012,MAR,EGY,0,5
2013,MAR,EGY,0,5
2014,MAR,EGY,0,5
2015,MAR,EGY,0,5
2002,MMR,EGY,0,5
2003,MMR,EGY,0,5
2013,MMR,EGY,0,5
2014,MMR,EGY,0,5
2015,MMR,EGY,0,5
2017,MMR,EGY,5,0
2013,NER,EGY,0,5
2015,NER,EGY,0,10
2016,NER,EGY,0,5
2017,NER,EGY,0,5
2018,NER,EGY,0,5
2002,NGA,EGY,0,5
2003,NGA,EGY,0,10
2004,NGA,EGY,5,5
2005,NGA,EGY,5,0
2009,NGA,EGY,0,5
2010,NGA,EGY,0,5
2011,NGA,EGY,0,28
2012,NGA,EGY,0,157
2013,NGA,EGY,0,437
2014,NGA,EGY,5,781
2015,NGA,EGY,5,1940
2016,NGA,EGY,9,1306
2017,NGA,EGY,17,334
2018,NGA,EGY,18,343
2020,NGA,EGY,21,133
2000,RUS,EGY,0,13
2001,RUS,EGY,0,12
2002,RUS,EGY,5,5
2003,RUS,EGY,5,0
2004,RUS,EGY,5,0
2005,RUS,EGY,5,10
2006,RUS,EGY,5,10
2007,RUS,EGY,5,13
2008,RUS,EGY,7,10
2009,RUS,EGY,12,18
2010,RUS,EGY,12,29
2011,RUS,EGY,11,32
2012,RUS,EGY,11,38
2013,RUS,EGY,11,54
2014,RUS,EGY,21,69
2015,RUS,EGY,19,91
2016,RUS,EGY,16,60
2017,RUS,EGY,18,47
2018,RUS,EGY,7,52
2020,RUS,EGY,8,24
1995,RWA,EGY,57,0
1996,RWA,EGY,45,0
1997,RWA,EGY,43,0
1998,RWA,EGY,42,0
1999,RWA,EGY,44,0
2000,RWA,EGY,24,24
2001,RWA,EGY,14,21
2002,RWA,EGY,11,16
2003,RWA,EGY,15,11
2004,RWA,EGY,16,0
2005,RWA,EGY,16,5
2006,RWA,EGY,12,0
2007,RWA,EGY,13,5
2008,RWA,EGY,16,5
2009,RWA,EGY,18,10
2010,RWA,EGY,17,5
2011,RWA,EGY,15,5
2012,RWA,EGY,15,5
2013,RWA,EGY,14,5
2014,RWA,EGY,9,0
2015,RWA,EGY,5,0
2020,RWA,EGY,5,0
2001,SAU,EGY,0,5
2002,SAU,EGY,0,5
2003,SAU,EGY,0,5
2010,SAU,EGY,0,5
2011,SAU,EGY,0,5
2012,SAU,EGY,0,5
2013,SAU,EGY,0,10
2016,SAU,EGY,0,10
2017,SAU,EGY,0,5
2018,SAU,EGY,0,5
2020,SAU,EGY,5,17
1995,SRB,EGY,25,0
1996,SRB,EGY,21,0
1997,SRB,EGY,21,0
2001,SRB,EGY,15,0
2002,SRB,EGY,15,0
2003,SRB,EGY,15,0
2004,SRB,EGY,15,0
2005,SRB,EGY,8,0
2006,SRB,EGY,8,0
2007,SRB,EGY,8,0
2008,SRB,EGY,8,0
2009,SRB,EGY,8,0
2010,SRB,EGY,8,0
2011,SRB,EGY,8,0
2012,SRB,EGY,8,0
2013,SRB,EGY,8,0
2014,SRB,EGY,8,0
2012,SEN,EGY,0,5
2013,SEN,EGY,0,5
2014,SEN,EGY,0,5
2015,SEN,EGY,0,5
1997,SLE,EGY,19,0
1998,SLE,EGY,32,0
1999,SLE,EGY,129,0
2000,SLE,EGY,142,17
2001,SLE,EGY,88,14
2002,SLE,EGY,88,5
2003,SLE,EGY,88,5
2004,SLE,EGY,78,5
2005,SLE,EGY,61,0
2006,SLE,EGY,61,0
2007,SLE,EGY,58,0
2008,SLE,EGY,58,0
2009,SLE,EGY,9,0
2015,SLE,EGY,0,12
2016,SLE,EGY,0,10
2017,SLE,EGY,5,10
2018,SLE,EGY,5,16
2020,SLE,EGY,5,10
1995,SOM,EGY,3579,0
1996,SOM,EGY,3493,0
1997,SOM,EGY,3546,0
1998,SOM,EGY,3119,0
1999,SOM,EGY,2568,0
2000,SOM,EGY,2610,1515
2001,SOM,EGY,1177,2974
2002,SOM,EGY,1639,3407
2003,SOM,EGY,3068,1807
2004,SOM,EGY,3809,147
2005,SOM,EGY,3940,244
2006,SOM,EGY,4317,301
2007,SOM,EGY,5139,150
2008,SOM,EGY,5600,98
2009,SOM,EGY,6096,129
2010,SOM,EGY,6172,378
2011,SOM,EGY,6328,840
2012,SOM,EGY,6250,1187
2013,SOM,EGY,6316,1781
2014,SOM,EGY,5733,1632
2015,SOM,EGY,4491,3191
2016,SOM,EGY,3384,3643
2017,SOM,EGY,3252,3395
2018,SOM,EGY,3588,3576
2020,SOM,EGY,3973,2729
1995,SDN,EGY,1221,0
1996,SDN,EGY,1461,0
1997,SDN,EGY,1587,0
1998,SDN,EGY,1863,0
1999,SDN,EGY,2577,0
2000,SDN,EGY,2833,8727
2001,SDN,EGY,4659,11293
2002,SDN,EGY,7629,7404
2003,SDN,EGY,14178,2373
2004,SDN,EGY,14904,8122
2005,SDN,EGY,13446,10191
2006,SDN,EGY,12157,12521
2007,SDN,EGY,10499,13226
2008,SDN,EGY,10146,13137
2009,SDN,EGY,9818,11984
2010,SDN,EGY,10035,12476
2011,SDN,EGY,10324,14426
2012,SDN,EGY,12124,10664
2013,SDN,EGY,12927,13488
2014,SDN,EGY,12730,13997
2015,SDN,EGY,11296,17316
2016,SDN,EGY,13848,19280
2017,SDN,EGY,17298,18439
2018,SDN,EGY,19540,22231
2020,SDN,EGY,21861,25902
2012,SSD,EGY,178,764
2013,SSD,EGY,299,1518
2014,SSD,EGY,542,2467
2015,SSD,EGY,1686,2461
2016,SSD,EGY,2532,3110
2017,SSD,EGY,5247,4828
2018,SSD,EGY,7737,6885
2020,SSD,EGY,14832,4183
2001,SYR,EGY,0,10
2002,SYR,EGY,0,10
2003,SYR,EGY,6,12
2004,SYR,EGY,0,5
2006,SYR,EGY,5,10
2007,SYR,EGY,5,13
2008,SYR,EGY,9,10
2009,SYR,EGY,9,0
2010,SYR,EGY,8,0
2011,SYR,EGY,9,85
2012,SYR,EGY,12836,0
2013,SYR,EGY,131659,0
2014,SYR,EGY,138381,0
2015,SYR,EGY,117635,0
2016,SYR,EGY,116013,0
2017,SYR,EGY,126688,0
2018,SYR,EGY,132871,0
2020,SYR,EGY,129210,0
2001,TJK,EGY,0,5
2002,TJK,EGY,0,5
2003,TJK,EGY,0,5
2010,TJK,EGY,0,14
2011,TJK,EGY,9,0
2012,TJK,EGY,9,5
2013,TJK,EGY,11,12
2014,TJK,EGY,11,10
2015,TJK,EGY,11,21
2016,TJK,EGY,11,38
2017,TJK,EGY,12,30
2018,TJK,EGY,12,38
2020,TJK,EGY,12,27
2008,TKM,EGY,0,5
2009,TKM,EGY,0,5
2010,TKM,EGY,5,0
2011,TKM,EGY,5,0
2012,TKM,EGY,5,0
2013,TKM,EGY,5,18
2014,TKM,EGY,5,12
2015,TKM,EGY,5,12
2016,TKM,EGY,5,0
2017,TKM,EGY,5,0
2018,TKM,EGY,5,0
2020,TKM,EGY,5,0
2014,TGO,EGY,0,5
2015,TGO,EGY,0,5
2016,TGO,EGY,0,5
2018,TGO,EGY,0,5
2020,TGO,EGY,0,5
2007,TUN,EGY,5,0
2008,TUN,EGY,5,0
2009,TUN,EGY,5,0
2010,TUN,EGY,5,0
2011,TUN,EGY,0,5
2012,TUN,EGY,0,10
2013,TUN,EGY,0,10
2018,TUN,EGY,0,5
2020,TUN,EGY,5,0
2017,TUR,EGY,0,387
2018,TUR,EGY,0,401
2020,TUR,EGY,0,389
2002,UGA,EGY,0,5
2003,UGA,EGY,5,10
2004,UGA,EGY,7,5
2005,UGA,EGY,11,0
2006,UGA,EGY,12,0
2007,UGA,EGY,12,5
2008,UGA,EGY,12,5
2009,UGA,EGY,12,5
2010,UGA,EGY,12,5
2011,UGA,EGY,12,10
2012,UGA,EGY,15,27
2013,UGA,EGY,17,35
2014,UGA,EGY,15,29
2015,UGA,EGY,9,30
2016,UGA,EGY,8,17
2017,UGA,EGY,10,16
2018,UGA,EGY,11,21
2020,UGA,EGY,13,20
2006,UZB,EGY,0,5
2007,UZB,EGY,5,0
2008,UZB,EGY,5,0
2009,UZB,EGY,0,10
2010,UZB,EGY,5,20
2011,UZB,EGY,5,36
2012,UZB,EGY,5,48
2013,UZB,EGY,0,74
2014,UZB,EGY,0,67
2015,UZB,EGY,0,94
2016,UZB,EGY,0,86
2017,UZB,EGY,0,73
2018,UZB,EGY,0,56
2020,UZB,EGY,0,20
1995,YEM,EGY,122,0
1996,YEM,EGY,559,0
1997,YEM,EGY,631,0
1998,YEM,EGY,669,0
1999,YEM,EGY,678,0
2000,YEM,EGY,683,22
2001,YEM,EGY,628,12
2002,YEM,EGY,412,5
2003,YEM,EGY,344,5
2004,YEM,EGY,319,5
2005,YEM,EGY,209,0
2006,YEM,EGY,204,0
2007,YEM,EGY,204,0
2008,YEM,EGY,204,0
2009,YEM,EGY,205,0
2010,YEM,EGY,205,10
2011,YEM,EGY,205,50
2012,YEM,EGY,207,120
2013,YEM,EGY,216,188
2014,YEM,EGY,198,213
2015,YEM,EGY,54,1326
2016,YEM,EGY,66,2571
2017,YEM,EGY,85,4497
2018,YEM,EGY,100,8224
2020,YEM,EGY,126,9034
2001,ZWE,EGY,0,11
2002,ZWE,EGY,0,10
2003,ZWE,EGY,0,12
2008,ZWE,EGY,0,5
2009,ZWE,EGY,6,0
2010,ZWE,EGY,5,0
2011,ZWE,EGY,5,14
2012,ZWE,EGY,10,12
2013,ZWE,EGY,9,14
2014,ZWE,EGY,8,11
2015,ZWE,EGY,9,11
2016,ZWE,EGY,10,5
2017,ZWE,EGY,12,47
2018,ZWE,EGY,15,55
2020,ZWE,EGY,27,37
1995,XXA,EGY,188,0
1996,XXA,EGY,188,0
1997,XXA,EGY,178,0
1998,XXA,EGY,170,0
1999,XXA,EGY,160,0
2000,XXA,EGY,140,0
2001,XXA,EGY,130,0
2002,XXA,EGY,130,0
2003,XXA,EGY,125,0
2004,XXA,EGY,0,0
2005,XXA,EGY,0,0
2006,XXA,EGY,0,0
2007,XXA,EGY,0,0
2008,XXA,EGY,0,0
2009,XXA,EGY,0,0
2010,XXA,EGY,0,0
2011,XXA,EGY,0,0
2012,XXA,EGY,0,0
2013,XXA,EGY,0,0
2014,XXA,EGY,0,0
2015,XXA,EGY,0,5
2016,XXA,EGY,5,5
2017,XXA,EGY,5,0
2018,XXA,EGY,5,0
2020,XXA,EGY,5,0
1997,,EGY,124,0
1998,,EGY,103,0
1999,,EGY,114,0
2000,,EGY,168,0
2015,,EGY,0,5
2016,,EGY,0,5
2017,,EGY,0,5
2018,,EGY,0,5
2020,,EGY,0,5
2014,AFG,ARG,5,0
2015,AFG,ARG,5,0
2016,AFG,ARG,5,0
2017,AFG,ARG,5,10
2018,AFG,ARG,5,10
2020,AFG,ARG,12,0
1998,ALB,ARG,15,0
1999,ALB,ARG,15,0
2000,ALB,ARG,17,11
2001,ALB,ARG,13,14
2002,ALB,ARG,10,14
2003,ALB,ARG,10,5
2004,ALB,ARG,13,0
2005,ALB,ARG,17,0
2006,ALB,ARG,14,0
2007,ALB,ARG,13,5
2008,ALB,ARG,24,0
2009,ALB,ARG,25,0
2010,ALB,ARG,27,0
2011,ALB,ARG,28,0
2012,ALB,ARG,28,0
2013,ALB,ARG,25,0
2014,ALB,ARG,25,0
2015,ALB,ARG,20,0
2016,ALB,ARG,18,0
2017,ALB,ARG,18,0
2018,ALB,ARG,18,0
2020,ALB,ARG,18,0
1998,DZA,ARG,40,0
1999,DZA,ARG,49,0
2000,DZA,ARG,48,11
